N	R	I
0	1004.07	9.7e-05
1	1004.08	9.7e-05
2	1004.06	9.7e-05
3	1004.06	9.7e-05
4	1004.05	9.7e-05
5	1004.05	9.7e-05
6	1004.06	9.7e-05
7	1004.08	9.7e-05
8	1004.07	9.7e-05
9	1004.07	9.7e-05
10	1004.07	9.7e-05
11	1004.06	9.7e-05
12	1004.06	9.7e-05
13	1004.1	9.7e-05
14	1004.09	9.7e-05
15	1004.09	9.7e-05
16	1004.07	9.7e-05
17	1004.09	9.7e-05
18	1004.08	9.7e-05
19	1004.1	9.7e-05
20	1004.1	9.7e-05
21	1004.09	9.7e-05
22	1004.09	9.7e-05
23	1004.07	9.7e-05
24	1004.06	9.7e-05
25	1004.08	9.7e-05
26	1004.07	9.7e-05
27	1004.1	9.7e-05
28	1004.09	9.7e-05
29	1004.09	9.7e-05
30	1004.07	9.7e-05
31	1004.09	9.7e-05
32	1004.06	9.7e-05
33	1004.08	9.7e-05
34	1004.08	9.7e-05
35	1004.07	9.7e-05
36	1004.09	9.7e-05
37	1004.09	9.7e-05
38	1004.06	9.7e-05
39	1004.07	9.7e-05
40	1004.08	9.7e-05
41	1004.1	9.7e-05
42	1004.08	9.7e-05
43	1004.08	9.7e-05
44	1004.09	9.7e-05
45	1004.1	9.7e-05
46	1004.08	9.7e-05
47	1004.07	9.7e-05
48	1004.07	9.7e-05
49	1004.08	9.7e-05
50	1004.09	9.7e-05
51	1004.1	9.7e-05
52	1004.08	9.7e-05
53	1004.09	9.7e-05
54	1004.09	9.7e-05
55	1004.08	9.7e-05
56	1004.1	9.7e-05
57	1004.1	9.7e-05
58	1004.09	9.7e-05
59	1004.1	9.7e-05
60	1004.09	9.7e-05
61	1004.1	9.7e-05
62	1004.12	9.7e-05
63	1004.13	9.7e-05
64	1004.14	9.7e-05
65	1004.14	9.7e-05
66	1004.15	9.7e-05
67	1004.14	9.7e-05
68	1004.13	9.7e-05
69	1004.11	9.7e-05
70	1004.11	9.7e-05
71	1004.12	9.7e-05
72	1004.12	9.7e-05
73	1004.13	9.7e-05
74	1004.15	9.7e-05
75	1004.13	9.7e-05
76	1004.14	9.7e-05
77	1004.11	9.7e-05
78	1004.11	9.7e-05
79	1004.11	9.7e-05
80	1004.12	9.7e-05
81	1004.11	9.7e-05
82	1004.11	9.7e-05
83	1004.1	9.7e-05
84	1004.07	9.7e-05
85	1004.09	9.7e-05
86	1004.1	9.7e-05
87	1004.1	9.7e-05
88	1004.1	9.7e-05
89	1004.12	9.7e-05
90	1004.13	9.7e-05
91	1004.11	9.7e-05
92	1004.12	9.7e-05
93	1004.1	9.7e-05
94	1004.11	9.7e-05
95	1004.11	9.7e-05
96	1004.12	9.7e-05
97	1004.11	9.7e-05
98	1004.11	9.7e-05
99	1004.09	9.7e-05
100	1004.11	9.7e-05
101	1004.1	9.7e-05
102	1004.13	9.7e-05
103	1004.11	9.7e-05
104	1004.08	9.7e-05
105	1004.11	9.7e-05
106	1004.11	9.7e-05
107	1004.13	9.7e-05
108	1004.12	9.7e-05
109	1004.12	9.7e-05
110	1004.12	9.7e-05
111	1004.09	9.7e-05
112	1004.09	9.7e-05
113	1004.1	9.7e-05
114	1004.1	9.7e-05
115	1004.11	9.7e-05
116	1004.12	9.7e-05
117	1004.13	9.7e-05
118	1004.12	9.7e-05
119	1004.12	9.7e-05
120	1004.11	9.7e-05
121	1004.08	9.7e-05
122	1004.11	9.7e-05
123	1004.13	9.7e-05
124	1004.13	9.7e-05
125	1004.13	9.7e-05
126	1004.13	9.7e-05
127	1004.13	9.7e-05
128	1004.14	9.7e-05
129	1004.12	9.7e-05
130	1004.14	9.7e-05
131	1004.14	9.7e-05
132	1004.13	9.7e-05
133	1004.12	9.7e-05
134	1004.13	9.7e-05
135	1004.14	9.7e-05
136	1004.12	9.7e-05
137	1004.12	9.7e-05
138	1004.12	9.7e-05
139	1004.12	9.7e-05
140	1004.11	9.7e-05
141	1004.13	9.7e-05
142	1004.12	9.7e-05
143	1004.14	9.7e-05
144	1004.11	9.7e-05
145	1004.12	9.7e-05
146	1004.12	9.7e-05
147	1004.12	9.7e-05
148	1004.13	9.7e-05
149	1004.14	9.7e-05
150	1004.12	9.7e-05
151	1004.13	9.7e-05
152	1004.13	9.7e-05
153	1004.13	9.7e-05
154	1004.12	9.7e-05
155	1004.13	9.7e-05
156	1004.13	9.7e-05
157	1004.13	9.7e-05
158	1004.11	9.7e-05
159	1004.13	9.7e-05
160	1004.14	9.7e-05
161	1004.14	9.7e-05
