N	R	I
0	1034.14	9.7e-05
1	1034.14	9.7e-05
2	1034.13	9.7e-05
3	1034.15	9.7e-05
4	1034.13	9.7e-05
5	1034.13	9.7e-05
6	1034.14	9.7e-05
7	1034.14	9.7e-05
8	1034.12	9.7e-05
9	1034.13	9.7e-05
10	1034.15	9.7e-05
11	1034.14	9.7e-05
12	1034.13	9.7e-05
13	1034.13	9.7e-05
14	1034.14	9.7e-05
15	1034.13	9.7e-05
16	1034.15	9.7e-05
17	1034.12	9.7e-05
18	1034.13	9.7e-05
19	1034.14	9.7e-05
20	1034.13	9.7e-05
21	1034.14	9.7e-05
22	1034.13	9.7e-05
23	1034.12	9.7e-05
24	1034.13	9.7e-05
25	1034.15	9.7e-05
26	1034.14	9.7e-05
27	1034.15	9.7e-05
28	1034.14	9.7e-05
29	1034.13	9.7e-05
30	1034.14	9.7e-05
31	1034.14	9.7e-05
32	1034.15	9.7e-05
33	1034.13	9.7e-05
34	1034.12	9.7e-05
35	1034.15	9.7e-05
36	1034.13	9.7e-05
37	1034.12	9.7e-05
38	1034.12	9.7e-05
39	1034.14	9.7e-05
40	1034.17	9.7e-05
41	1034.17	9.7e-05
42	1034.15	9.7e-05
43	1034.17	9.7e-05
44	1034.17	9.7e-05
45	1034.18	9.7e-05
46	1034.17	9.7e-05
47	1034.16	9.7e-05
48	1034.16	9.7e-05
49	1034.16	9.7e-05
50	1034.17	9.7e-05
51	1034.17	9.7e-05
52	1034.18	9.7e-05
53	1034.18	9.7e-05
54	1034.16	9.7e-05
55	1034.16	9.7e-05
56	1034.17	9.7e-05
57	1034.17	9.7e-05
58	1034.16	9.7e-05
59	1034.16	9.7e-05
60	1034.18	9.7e-05
61	1034.17	9.7e-05
62	1034.17	9.7e-05
63	1034.16	9.7e-05
64	1034.16	9.7e-05
65	1034.17	9.7e-05
66	1034.15	9.7e-05
67	1034.16	9.7e-05
68	1034.16	9.7e-05
69	1034.15	9.7e-05
70	1034.16	9.7e-05
71	1034.19	9.7e-05
72	1034.16	9.7e-05
73	1034.13	9.7e-05
74	1034.17	9.7e-05
75	1034.16	9.7e-05
76	1034.15	9.7e-05
77	1034.19	9.7e-05
78	1034.14	9.7e-05
79	1034.16	9.7e-05
80	1034.17	9.7e-05
81	1034.17	9.7e-05
82	1034.19	9.7e-05
83	1034.16	9.7e-05
84	1034.18	9.7e-05
85	1034.19	9.7e-05
86	1034.17	9.7e-05
87	1034.17	9.7e-05
88	1034.17	9.7e-05
89	1034.19	9.7e-05
90	1034.17	9.7e-05
91	1034.19	9.7e-05
92	1034.17	9.7e-05
93	1034.18	9.7e-05
94	1034.18	9.7e-05
95	1034.2	9.7e-05
96	1034.19	9.7e-05
97	1034.17	9.7e-05
98	1034.17	9.7e-05
99	1034.18	9.7e-05
