N	R	I
0	999.901	9.7e-05
1	999.902	9.7e-05
2	999.905	9.7e-05
3	999.928	9.7e-05
4	999.902	9.7e-05
5	999.905	9.7e-05
6	999.904	9.7e-05
7	999.892	9.7e-05
8	999.901	9.7e-05
9	999.902	9.7e-05
10	999.898	9.7e-05
11	999.924	9.7e-05
12	999.932	9.7e-05
13	999.9	9.7e-05
14	999.909	9.7e-05
15	999.913	9.7e-05
16	999.902	9.7e-05
17	999.909	9.7e-05
18	999.914	9.7e-05
19	999.914	9.7e-05
20	999.908	9.7e-05
21	999.902	9.7e-05
22	999.902	9.7e-05
23	999.918	9.7e-05
24	999.903	9.7e-05
25	999.904	9.7e-05
26	999.926	9.7e-05
27	999.925	9.7e-05
28	999.932	9.7e-05
29	999.913	9.7e-05
30	999.899	9.7e-05
31	999.912	9.7e-05
32	999.91	9.7e-05
33	999.914	9.7e-05
34	999.923	9.7e-05
35	999.911	9.7e-05
36	999.898	9.7e-05
37	999.924	9.7e-05
38	999.933	9.7e-05
39	999.891	9.7e-05
40	999.915	9.7e-05
41	999.913	9.7e-05
42	999.915	9.7e-05
43	999.898	9.7e-05
44	999.894	9.7e-05
45	999.904	9.7e-05
46	999.906	9.7e-05
47	999.912	9.7e-05
48	999.904	9.7e-05
49	999.911	9.7e-05
50	999.893	9.7e-05
51	999.893	9.7e-05
52	999.886	9.7e-05
53	999.88	9.7e-05
54	999.891	9.7e-05
55	999.883	9.7e-05
56	999.912	9.7e-05
57	999.894	9.7e-05
58	999.923	9.7e-05
59	999.903	9.7e-05
60	999.916	9.7e-05
61	999.912	9.7e-05
62	999.914	9.7e-05
63	999.914	9.7e-05
64	999.922	9.7e-05
65	999.907	9.7e-05
66	999.922	9.7e-05
67	999.909	9.7e-05
68	999.928	9.7e-05
69	999.93	9.7e-05
70	999.932	9.7e-05
71	999.908	9.7e-05
72	999.915	9.7e-05
73	999.91	9.7e-05
74	999.896	9.7e-05
75	999.889	9.7e-05
76	999.893	9.7e-05
77	999.908	9.7e-05
78	999.924	9.7e-05
79	999.934	9.7e-05
80	999.935	9.7e-05
81	999.915	9.7e-05
82	999.945	9.7e-05
83	999.932	9.7e-05
84	999.954	9.7e-05
85	999.945	9.7e-05
86	999.936	9.7e-05
87	999.933	9.7e-05
88	999.929	9.7e-05
89	999.927	9.7e-05
90	999.927	9.7e-05
91	999.934	9.7e-05
92	999.93	9.7e-05
93	999.937	9.7e-05
94	999.938	9.7e-05
95	999.93	9.7e-05
96	999.945	9.7e-05
97	999.935	9.7e-05
98	999.935	9.7e-05
99	999.929	9.7e-05
100	999.927	9.7e-05
101	999.942	9.7e-05
102	999.913	9.7e-05
103	999.915	9.7e-05
104	999.94	9.7e-05
105	999.947	9.7e-05
106	999.936	9.7e-05
107	999.931	9.7e-05
108	999.948	9.7e-05
109	999.941	9.7e-05
110	999.933	9.7e-05
111	999.927	9.7e-05
112	999.943	9.7e-05
113	999.929	9.7e-05
114	999.948	9.7e-05
115	999.946	9.7e-05
116	999.934	9.7e-05
117	999.953	9.7e-05
118	999.958	9.7e-05
119	999.938	9.7e-05
120	999.954	9.7e-05
121	999.94	9.7e-05
122	999.95	9.7e-05
123	999.932	9.7e-05
124	999.927	9.7e-05
125	999.924	9.7e-05
126	999.94	9.7e-05
127	999.931	9.7e-05
128	999.933	9.7e-05
129	999.935	9.7e-05
130	999.937	9.7e-05
131	999.944	9.7e-05
132	999.936	9.7e-05
133	999.919	9.7e-05
134	999.948	9.7e-05
135	999.931	9.7e-05
136	999.927	9.7e-05
137	999.927	9.7e-05
138	999.939	9.7e-05
139	999.926	9.7e-05
140	999.931	9.7e-05
141	999.923	9.7e-05
142	999.942	9.7e-05
143	999.962	9.7e-05
144	999.926	9.7e-05
145	999.965	9.7e-05
146	999.93	9.7e-05
147	999.952	9.7e-05
148	999.939	9.7e-05
149	999.955	9.7e-05
150	999.945	9.7e-05
151	999.965	9.7e-05
152	999.966	9.7e-05
153	999.963	9.7e-05
154	999.946	9.7e-05
155	999.946	9.7e-05
156	999.962	9.7e-05
157	999.959	9.7e-05
158	999.946	9.7e-05
159	999.93	9.7e-05
160	999.937	9.7e-05
161	999.931	9.7e-05
