N	R	I
0	1074.97	9.7e-05
1	1074.98	9.7e-05
2	1074.99	9.7e-05
3	1074.99	9.7e-05
4	1074.99	9.7e-05
5	1075.01	9.7e-05
6	1075.01	9.7e-05
7	1075.0	9.7e-05
8	1075.01	9.7e-05
9	1074.99	9.7e-05
10	1075.01	9.7e-05
11	1074.99	9.7e-05
12	1075.0	9.7e-05
13	1075.01	9.7e-05
14	1075.01	9.7e-05
15	1074.99	9.7e-05
16	1075.01	9.7e-05
17	1075.0	9.7e-05
18	1075.02	9.7e-05
19	1074.99	9.7e-05
20	1074.99	9.7e-05
21	1074.99	9.7e-05
22	1074.99	9.7e-05
23	1074.99	9.7e-05
24	1075.01	9.7e-05
25	1075.0	9.7e-05
26	1075.0	9.7e-05
27	1075.01	9.7e-05
28	1075.04	9.7e-05
29	1074.99	9.7e-05
30	1075.01	9.7e-05
31	1075.03	9.7e-05
32	1075.02	9.7e-05
33	1075.0	9.7e-05
34	1074.99	9.7e-05
35	1075.01	9.7e-05
36	1075.01	9.7e-05
37	1075.0	9.7e-05
38	1075.0	9.7e-05
39	1074.99	9.7e-05
40	1075.0	9.7e-05
41	1075.0	9.7e-05
42	1075.01	9.7e-05
43	1075.02	9.7e-05
44	1075.0	9.7e-05
45	1074.99	9.7e-05
46	1074.99	9.7e-05
47	1074.98	9.7e-05
48	1074.98	9.7e-05
49	1074.98	9.7e-05
50	1075.0	9.7e-05
51	1075.01	9.7e-05
52	1074.99	9.7e-05
53	1075.0	9.7e-05
54	1075.01	9.7e-05
55	1075.01	9.7e-05
56	1075.03	9.7e-05
57	1075.03	9.7e-05
58	1075.03	9.7e-05
59	1075.01	9.7e-05
60	1075.01	9.7e-05
61	1075.01	9.7e-05
62	1075.03	9.7e-05
63	1075.06	9.7e-05
64	1075.04	9.7e-05
65	1075.04	9.7e-05
66	1075.04	9.7e-05
67	1075.03	9.7e-05
68	1075.02	9.7e-05
69	1075.04	9.7e-05
70	1075.05	9.7e-05
71	1075.04	9.7e-05
72	1075.02	9.7e-05
73	1075.06	9.7e-05
74	1075.03	9.7e-05
75	1075.06	9.7e-05
76	1075.03	9.7e-05
77	1075.03	9.7e-05
78	1075.06	9.7e-05
79	1075.05	9.7e-05
80	1075.05	9.7e-05
81	1075.05	9.7e-05
82	1075.04	9.7e-05
83	1075.05	9.7e-05
84	1075.04	9.7e-05
85	1075.04	9.7e-05
86	1075.05	9.7e-05
87	1075.07	9.7e-05
88	1075.06	9.7e-05
89	1075.06	9.7e-05
90	1075.04	9.7e-05
91	1075.05	9.7e-05
92	1075.04	9.7e-05
93	1075.07	9.7e-05
94	1075.06	9.7e-05
95	1075.04	9.7e-05
96	1075.06	9.7e-05
97	1075.05	9.7e-05
98	1075.03	9.7e-05
99	1075.06	9.7e-05
100	1075.03	9.7e-05
101	1075.05	9.7e-05
102	1075.04	9.7e-05
103	1075.05	9.7e-05
104	1075.07	9.7e-05
105	1075.08	9.7e-05
106	1075.09	9.7e-05
107	1075.06	9.7e-05
108	1075.08	9.7e-05
109	1075.07	9.7e-05
110	1075.09	9.7e-05
111	1075.08	9.7e-05
112	1075.07	9.7e-05
113	1075.08	9.7e-05
114	1075.08	9.7e-05
115	1075.08	9.7e-05
116	1075.06	9.7e-05
117	1075.1	9.7e-05
118	1075.08	9.7e-05
119	1075.06	9.7e-05
120	1075.07	9.7e-05
121	1075.07	9.7e-05
122	1075.06	9.7e-05
123	1075.06	9.7e-05
124	1075.1	9.7e-05
125	1075.09	9.7e-05
126	1075.1	9.7e-05
127	1075.1	9.7e-05
128	1075.1	9.7e-05
129	1075.11	9.7e-05
130	1075.11	9.7e-05
131	1075.11	9.7e-05
132	1075.07	9.7e-05
133	1075.1	9.7e-05
134	1075.11	9.7e-05
135	1075.08	9.7e-05
136	1075.1	9.7e-05
137	1075.07	9.7e-05
138	1075.08	9.7e-05
139	1075.08	9.7e-05
