N	R	I
0	998.554	9.7e-05
1	998.54	9.7e-05
2	998.538	9.7e-05
3	998.541	9.7e-05
4	998.518	9.7e-05
5	998.545	9.7e-05
6	998.531	9.7e-05
7	998.541	9.7e-05
8	998.56	9.7e-05
9	998.529	9.7e-05
10	998.541	9.7e-05
11	998.505	9.7e-05
12	998.521	9.7e-05
13	998.511	9.7e-05
14	998.544	9.7e-05
15	998.559	9.7e-05
16	998.566	9.7e-05
17	998.534	9.7e-05
18	998.537	9.7e-05
19	998.545	9.7e-05
20	998.55	9.7e-05
21	998.529	9.7e-05
22	998.549	9.7e-05
23	998.546	9.7e-05
24	998.563	9.7e-05
25	998.551	9.7e-05
26	998.576	9.7e-05
27	998.557	9.7e-05
28	998.541	9.7e-05
29	998.526	9.7e-05
30	998.545	9.7e-05
31	998.532	9.7e-05
32	998.535	9.7e-05
33	998.511	9.7e-05
34	998.535	9.7e-05
35	998.566	9.7e-05
36	998.547	9.7e-05
37	998.546	9.7e-05
38	998.546	9.7e-05
39	998.55	9.7e-05
40	998.56	9.7e-05
41	998.566	9.7e-05
42	998.553	9.7e-05
43	998.556	9.7e-05
44	998.543	9.7e-05
45	998.55	9.7e-05
46	998.559	9.7e-05
47	998.535	9.7e-05
48	998.555	9.7e-05
49	998.555	9.7e-05
50	998.542	9.7e-05
51	998.569	9.7e-05
52	998.535	9.7e-05
53	998.541	9.7e-05
54	998.56	9.7e-05
55	998.546	9.7e-05
56	998.547	9.7e-05
57	998.567	9.7e-05
58	998.544	9.7e-05
59	998.535	9.7e-05
60	998.552	9.7e-05
61	998.545	9.7e-05
62	998.561	9.7e-05
63	998.562	9.7e-05
64	998.575	9.7e-05
65	998.601	9.7e-05
66	998.579	9.7e-05
67	998.593	9.7e-05
68	998.597	9.7e-05
69	998.587	9.7e-05
70	998.595	9.7e-05
71	998.578	9.7e-05
72	998.587	9.7e-05
73	998.595	9.7e-05
74	998.582	9.7e-05
75	998.586	9.7e-05
76	998.567	9.7e-05
77	998.569	9.7e-05
78	998.554	9.7e-05
79	998.581	9.7e-05
80	998.565	9.7e-05
81	998.573	9.7e-05
82	998.598	9.7e-05
83	998.587	9.7e-05
84	998.568	9.7e-05
85	998.587	9.7e-05
86	998.57	9.7e-05
87	998.562	9.7e-05
88	998.566	9.7e-05
89	998.578	9.7e-05
90	998.599	9.7e-05
91	998.58	9.7e-05
92	998.561	9.7e-05
93	998.576	9.7e-05
94	998.555	9.7e-05
95	998.561	9.7e-05
96	998.572	9.7e-05
97	998.571	9.7e-05
98	998.571	9.7e-05
99	998.554	9.7e-05
100	998.575	9.7e-05
101	998.553	9.7e-05
102	998.576	9.7e-05
103	998.559	9.7e-05
104	998.562	9.7e-05
105	998.547	9.7e-05
106	998.568	9.7e-05
107	998.553	9.7e-05
108	998.576	9.7e-05
109	998.561	9.7e-05
110	998.569	9.7e-05
111	998.57	9.7e-05
112	998.554	9.7e-05
113	998.559	9.7e-05
114	998.573	9.7e-05
115	998.572	9.7e-05
116	998.56	9.7e-05
117	998.566	9.7e-05
118	998.568	9.7e-05
119	998.567	9.7e-05
120	998.561	9.7e-05
121	998.563	9.7e-05
122	998.579	9.7e-05
123	998.551	9.7e-05
124	998.566	9.7e-05
125	998.576	9.7e-05
126	998.559	9.7e-05
127	998.561	9.7e-05
128	998.578	9.7e-05
129	998.559	9.7e-05
130	998.562	9.7e-05
131	998.553	9.7e-05
132	998.584	9.7e-05
133	998.571	9.7e-05
134	998.583	9.7e-05
135	998.586	9.7e-05
136	998.561	9.7e-05
137	998.582	9.7e-05
138	998.575	9.7e-05
139	998.583	9.7e-05
140	998.57	9.7e-05
141	998.596	9.7e-05
142	998.605	9.7e-05
143	998.577	9.7e-05
144	998.586	9.7e-05
145	998.595	9.7e-05
146	998.581	9.7e-05
147	998.592	9.7e-05
148	998.593	9.7e-05
149	998.605	9.7e-05
150	998.6	9.7e-05
151	998.593	9.7e-05
152	998.59	9.7e-05
153	998.583	9.7e-05
154	998.593	9.7e-05
155	998.596	9.7e-05
156	998.579	9.7e-05
157	998.56	9.7e-05
158	998.57	9.7e-05
159	998.572	9.7e-05
160	998.572	9.7e-05
161	998.599	9.7e-05
